run_timestamp,n_mps,n_features,positive_rate,label_mode,label_threshold_value,label_quantile,leaky_features_dropped,cv_folds,cv_repeats,oof_roc_auc,oof_pr_auc,oof_brier,calibrated_brier,decision_threshold,threshold_rule,threshold_objective,capacity_threshold,tp,fp,fn,tn,precision,recall,f1,f2,mcc,n_flagged
2026-09-18T20:36:24,659,23,0.2503793626707132,quantile,0.06498785767078445,0.75,False,5,3,0.9641271009692062,0.9143256392777882,0.06596530780482786,0.05885312229069183,0.5,maximum mcc on out-of-fold predictions,mcc,0.8,135,23,30,471,0.8544303797468354,0.8181818181818182,0.8359133126934984,0.8251833740831296,0.7830027159687314,158
