number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_cv_std,state
98,0.9138017400137801,2026-09-18 20:32:44.270570,2026-09-18 20:32:47.382246,0 days 00:00:03.111676,0.8732796034279369,0.7633562837464963,0.0897881971753927,0.01369574358175848,6,4,0.9321708568473392,800,0.43291794019379115,0.1273031627600494,0.8356350782843278,0.020342167139628217,COMPLETE
99,0.8900935726526351,2026-09-18 20:32:47.382650,2026-09-18 20:32:48.539730,0 days 00:00:01.157080,0.902406815834748,0.8135536852698236,0.004200742628822018,0.01942396529585429,5,4,1.4481779589465151,850,0.10117673772506211,0.015520920504605927,0.7586821246407018,,PRUNED
100,0.9118709359710746,2026-09-18 20:32:48.541057,2026-09-18 20:32:52.822552,0 days 00:00:04.281495,0.8999441179198592,0.9728973510034137,0.12258213432222952,0.03913381017500522,0,7,0.7687354079742234,650,0.09551156783573563,11.111687368475813,0.8207948010791521,0.02272801673152087,COMPLETE
101,0.9125723153835195,2026-09-18 20:32:52.822852,2026-09-18 20:32:54.816906,0 days 00:00:01.994054,0.6910825922290142,0.7558851649134724,0.19259651698191785,0.01408282981189533,5,3,1.3558730281696103,750,0.16619005792231467,0.020700102899723363,0.837808164039297,0.022366562589451907,COMPLETE
102,0.8927726468409791,2026-09-18 20:32:54.817253,2026-09-18 20:32:55.237641,0 days 00:00:00.420388,0.5864662220303625,0.5525314957166012,1.6617689599253493,0.037509507451655655,5,3,4.0368759292368805,550,2.0721435891218842,0.0231497176240464,0.8481252062758202,,PRUNED
103,0.9100295869228703,2026-09-18 20:32:55.237880,2026-09-18 20:32:57.762633,0 days 00:00:02.524753,0.934033108129968,0.7080940133675744,0.12972360915321343,0.010973955980665218,7,3,0.7044896454000699,850,0.9966231512052472,0.046257492313944854,0.7897712302285977,0.02425777664891062,COMPLETE
104,0.8866665302256815,2026-09-18 20:32:57.763103,2026-09-18 20:32:58.937948,0 days 00:00:01.174845,0.7052947895443412,0.9329272153557583,0.0026111340436494736,0.01974050807757816,8,4,0.5338763861428167,700,4.470430580516311,37.486309251498874,0.9033104089799303,,PRUNED
105,0.9113670244821307,2026-09-18 20:32:58.938187,2026-09-18 20:33:01.753924,0 days 00:00:02.815737,0.8566221770407896,0.8817980750072121,2.5664733352744964,0.010873591626227008,3,4,0.8943347992270263,650,2.2865090075437347,0.001938904159751458,0.853877720759655,0.02174908767424536,COMPLETE
106,0.9076886537206621,2026-09-18 20:33:01.754369,2026-09-18 20:33:05.393675,0 days 00:00:03.639306,0.7483431016318579,0.6406332203226094,0.45882670789244684,0.014110764856096374,8,5,0.63311404669496,800,0.13021619277722174,0.07348379404492777,0.9040668895620834,0.023378455525204345,COMPLETE
107,0.8947166777729506,2026-09-18 20:33:05.394151,2026-09-18 20:33:06.185336,0 days 00:00:00.791185,0.6496470048220988,0.7789106620948777,0.04642767807032898,0.021699622875671933,4,3,0.9729971077014763,700,0.3538422829994334,0.02539812246160462,0.6394668045699944,,PRUNED
108,0.9114804398115082,2026-09-18 20:33:06.185575,2026-09-18 20:33:08.309285,0 days 00:00:02.123710,0.7621648694163843,0.8479206110184195,0.2611857380920627,0.017425082005769345,5,3,0.9357564031071608,700,0.011179429530394884,0.0021955858365991145,0.7718134053327448,0.021378339087915053,COMPLETE
109,0.910974704917407,2026-09-18 20:33:08.309752,2026-09-18 20:33:09.895769,0 days 00:00:01.586017,0.6970122646001691,0.7877094015968504,0.5016240978589784,0.04509454894055881,3,4,1.272474238995874,550,0.016003277449884445,4.001823671268225,0.8834329100758062,0.021376132132206103,COMPLETE
110,0.888872606558053,2026-09-18 20:33:09.896162,2026-09-18 20:33:10.381322,0 days 00:00:00.485160,0.5620142225560552,0.7139557165038286,0.18162670977087242,0.010038888425327108,6,2,1.7380546218711306,650,0.6055359530452781,0.003123434519427873,0.8477657901759823,,PRUNED
111,0.9096975402331264,2026-09-18 20:33:10.381573,2026-09-18 20:33:12.593727,0 days 00:00:02.212154,0.6360626031390463,0.7261251081117542,0.44212696709449334,0.016727894847208064,5,3,0.9147864151345089,850,0.04044661021050367,0.04833224941356888,0.8514466963635968,0.02181056655884541,COMPLETE
112,0.9130767879840018,2026-09-18 20:33:12.594252,2026-09-18 20:33:15.267136,0 days 00:00:02.672884,0.7883031485582632,0.9111688524494957,0.20342575511114983,0.010732944809059291,6,3,1.7352468103817515,900,0.5582704528243054,1.8108827144598978,0.8426279026619976,0.022323592276145096,COMPLETE
113,0.9089958012538004,2026-09-18 20:33:15.267603,2026-09-18 20:33:17.007297,0 days 00:00:01.739694,0.899858962540421,0.7131525670368575,0.9519841992577087,0.013765069374051581,4,2,0.6041551053643605,800,0.042602812346997136,4.399805255513552,0.9873412204278496,0.024868866339202104,COMPLETE
114,0.9132892289705399,2026-09-18 20:33:17.007825,2026-09-18 20:33:20.459016,0 days 00:00:03.451191,0.8418112664685489,0.8867144571946629,0.009732177972812889,0.0114193743007119,7,4,2.544238254406576,900,1.1682221858858755,5.223419674385534,0.7939034032513326,0.019010313268981168,COMPLETE
115,0.8934238786208135,2026-09-18 20:33:20.459370,2026-09-18 20:33:21.534769,0 days 00:00:01.075399,0.8230299992863754,0.8571113366027228,0.027896924068269623,0.01757960845053123,7,5,2.118030229397059,650,0.2194026594967141,0.09748307763380339,0.8417306610102546,,PRUNED
116,0.9042885432337421,2026-09-18 20:33:21.535019,2026-09-18 20:33:22.810510,0 days 00:00:01.275491,0.8089629211695076,0.8309011062331202,0.32306761948501855,0.043798723399609656,7,2,2.156153956448385,850,6.051191720015388,2.8472559291405295,0.8843158457131695,,PRUNED
117,0.9137753418262162,2026-09-18 20:33:22.810774,2026-09-18 20:33:25.465250,0 days 00:00:02.654476,0.7211016984998432,0.9702788580381968,0.008749274225286341,0.014310601362895607,6,4,4.093996442330071,750,0.39603666651205954,11.455057531269572,0.9349700230108796,0.020363259736291522,COMPLETE
118,0.8932528332348375,2026-09-18 20:33:25.465692,2026-09-18 20:33:26.205635,0 days 00:00:00.739943,0.9130593228651964,0.9170422917533853,0.11809031117171907,0.015458239478334348,8,2,2.7076535691744845,800,0.05017066068976347,4.064895756305659,0.6953024921924633,,PRUNED
119,0.8849080408450555,2026-09-18 20:33:26.205878,2026-09-18 20:33:26.952641,0 days 00:00:00.746763,0.619109034347569,0.9302808016507251,2.261447314851692,0.012018014698153319,6,2,0.8004814618802013,850,1.0123831482949102,22.696303718681612,0.7410053672304222,,PRUNED
