number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_cv_std,state
85,0.9010195305561448,2026-09-18 20:32:17.081834,2026-09-18 20:32:18.861664,0 days 00:00:01.779830,0.6448498153138758,0.8510572340637086,1.6359728302321153,0.021558335186356054,2,6,0.5855468120316818,850,0.14795278991585914,26.17064567102712,0.9152239657733231,,PRUNED
86,0.9102687561773039,2026-09-18 20:32:18.861907,2026-09-18 20:32:21.050425,0 days 00:00:02.188518,0.7754540874352347,0.8072660370676668,0.948960874216451,0.023692446165680305,2,3,1.4556143320665238,850,1.4969863888961146,1.288093597221293,0.8942908195982685,0.022577189201483463,COMPLETE
87,0.9111533180105145,2026-09-18 20:32:21.050974,2026-09-18 20:32:24.310974,0 days 00:00:03.260000,0.5481037996820344,0.8303848008963626,0.03126948885338991,0.0518800984145545,8,4,0.7682890296938331,900,0.923555729185298,49.19168795504651,0.9449272017897506,0.023383112734970478,COMPLETE
88,0.9095648446032687,2026-09-18 20:32:24.311325,2026-09-18 20:32:28.608545,0 days 00:00:04.297220,0.8211918286437382,0.7491300009263046,0.04667102235782247,0.010851665124595768,1,5,0.7350109068055908,850,0.12515186260072977,0.8117085714200964,0.9233984142579511,0.02358148544546569,COMPLETE
89,0.9167221850742984,2026-09-18 20:32:28.608959,2026-09-18 20:32:31.303500,0 days 00:00:02.694541,0.9491866793815857,0.9173596683549814,0.5448434975270409,0.010419304856645517,3,3,0.8654020945974379,750,0.5177732740952381,0.4229523616277133,0.8881131018493914,0.018881729670860752,COMPLETE
90,0.9037629488835593,2026-09-18 20:32:31.304063,2026-09-18 20:32:33.039019,0 days 00:00:01.734956,0.7901336604679909,0.8345024705435394,0.04837886114272537,0.01844680322279851,3,3,0.5054977197048917,700,0.02156229264020066,17.223236027935194,0.7690259166588682,,PRUNED
91,0.9101803773375625,2026-09-18 20:32:33.039258,2026-09-18 20:32:34.870121,0 days 00:00:01.830863,0.8482010837066913,0.9453737135810404,0.5667890739768116,0.010511478721859684,1,3,0.5408704514351418,550,0.27733431841593925,1.4702330100684198,0.9812836866146905,0.025054461927836627,COMPLETE
92,0.9093737951696884,2026-09-18 20:32:34.870565,2026-09-18 20:32:36.442462,0 days 00:00:01.571897,0.9976836350750908,0.6830091902470725,0.5000266503028273,0.02102664364425416,3,2,0.6438356870047361,750,0.17249352654788683,0.008388886346786818,0.7980045697640271,0.023505155651870155,COMPLETE
93,0.9131046525930169,2026-09-18 20:32:36.442998,2026-09-18 20:32:38.421900,0 days 00:00:01.978902,0.9595454851285702,0.8968658439783915,2.7266731559417923,0.011605673822012679,3,3,0.9587062760874772,650,0.7489821426658939,0.00953521617752333,0.9165229791764046,0.021261894271566023,COMPLETE
94,0.9058192996642983,2026-09-18 20:32:38.422309,2026-09-18 20:32:39.265468,0 days 00:00:00.843159,0.9418338003850296,0.9896873132931098,1.1882356825629172,0.02169230592876798,3,2,0.8648611544920366,350,0.13561085626239622,0.05638708037086634,0.7640034040082418,0.025359899168976217,COMPLETE
95,0.9061043145265848,2026-09-18 20:32:39.265875,2026-09-18 20:32:40.615675,0 days 00:00:01.349800,0.945579680601915,0.6795436025632751,0.9090024238881188,0.021109217032305755,4,4,2.046084597439608,450,2.545587375849538,0.004128108745226829,0.9682470603311791,,PRUNED
96,0.9103810936107081,2026-09-18 20:32:40.615936,2026-09-18 20:32:42.724606,0 days 00:00:02.108670,0.9615179550158482,0.8788669322623468,0.10970200449754272,0.011461595732143136,3,3,2.54886544548308,650,1.128843084258577,1.1399743650355574,0.773170803785273,0.021088373036788562,COMPLETE
97,0.9066289986804756,2026-09-18 20:32:42.725060,2026-09-18 20:32:44.270107,0 days 00:00:01.545047,0.9806087053897189,0.9321022870914373,3.4607854417996284,0.011072340500971674,4,2,1.0832594672907956,700,0.2011766890880106,0.088604587665244,0.9433603039562098,0.02300397435646324,COMPLETE
