threshold,tp,fp,fn,tn,precision,recall,specificity,f1,f2,mcc,youden_j,alert_rate,n_alerts,expected_cost
0.755,115,9,50,485,0.9274193548387096,0.696969696969697,0.9817813765182186,0.7958477508650518,0.7334183673469389,0.7523644083188801,0.6787510734879156,0.18816388467374812,124,509.0
0.76,115,9,50,485,0.9274193548387096,0.696969696969697,0.9817813765182186,0.7958477508650518,0.7334183673469389,0.7523644083188801,0.6787510734879156,0.18816388467374812,124,509.0
0.765,115,9,50,485,0.9274193548387096,0.696969696969697,0.9817813765182186,0.7958477508650518,0.7334183673469389,0.7523644083188801,0.6787510734879156,0.18816388467374812,124,509.0
0.77,115,9,50,485,0.9274193548387096,0.696969696969697,0.9817813765182186,0.7958477508650518,0.7334183673469389,0.7523644083188801,0.6787510734879156,0.18816388467374812,124,509.0
0.775,115,9,50,485,0.9274193548387096,0.696969696969697,0.9817813765182186,0.7958477508650518,0.7334183673469389,0.7523644083188801,0.6787510734879156,0.18816388467374812,124,509.0
0.78,115,9,50,485,0.9274193548387096,0.696969696969697,0.9817813765182186,0.7958477508650518,0.7334183673469389,0.7523644083188801,0.6787510734879156,0.18816388467374812,124,509.0
0.785,115,9,50,485,0.9274193548387096,0.696969696969697,0.9817813765182186,0.7958477508650518,0.7334183673469389,0.7523644083188801,0.6787510734879156,0.18816388467374812,124,509.0
0.79,115,9,50,485,0.9274193548387096,0.696969696969697,0.9817813765182186,0.7958477508650518,0.7334183673469389,0.7523644083188801,0.6787510734879156,0.18816388467374812,124,509.0
0.795,115,9,50,485,0.9274193548387096,0.696969696969697,0.9817813765182186,0.7958477508650518,0.7334183673469389,0.7523644083188801,0.6787510734879156,0.18816388467374812,124,509.0
0.8,115,9,50,485,0.9274193548387096,0.696969696969697,0.9817813765182186,0.7958477508650518,0.7334183673469389,0.7523644083188801,0.6787510734879156,0.18816388467374812,124,509.0
0.805,91,3,74,491,0.9680851063829787,0.5515151515151515,0.9939271255060729,0.7027027027027027,0.6034482758620691,0.6757189410209709,0.5454422770212244,0.1426403641881639,94,743.0
0.81,91,3,74,491,0.9680851063829787,0.5515151515151515,0.9939271255060729,0.7027027027027027,0.6034482758620691,0.6757189410209709,0.5454422770212244,0.1426403641881639,94,743.0
0.815,91,3,74,491,0.9680851063829787,0.5515151515151515,0.9939271255060729,0.7027027027027027,0.6034482758620691,0.6757189410209709,0.5454422770212244,0.1426403641881639,94,743.0
0.82,91,3,74,491,0.9680851063829787,0.5515151515151515,0.9939271255060729,0.7027027027027027,0.6034482758620691,0.6757189410209709,0.5454422770212244,0.1426403641881639,94,743.0
0.825,91,3,74,491,0.9680851063829787,0.5515151515151515,0.9939271255060729,0.7027027027027027,0.6034482758620691,0.6757189410209709,0.5454422770212244,0.1426403641881639,94,743.0
0.83,91,3,74,491,0.9680851063829787,0.5515151515151515,0.9939271255060729,0.7027027027027027,0.6034482758620691,0.6757189410209709,0.5454422770212244,0.1426403641881639,94,743.0
0.833333,91,3,74,491,0.9680851063829787,0.5515151515151515,0.9939271255060729,0.7027027027027027,0.6034482758620691,0.6757189410209709,0.5454422770212244,0.1426403641881639,94,743.0
0.835,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.84,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.845,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.85,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.855,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.86,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.865,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.87,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.875,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.88,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.885,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.89,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.895,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.9,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.905,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.91,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.915,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.92,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.925,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.93,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.933333,86,2,79,492,0.9772727272727273,0.5212121212121212,0.9959514170040485,0.6798418972332017,0.5748663101604279,0.658679207686142,0.5171635382161699,0.13353566009104703,88,792.0
0.935,72,1,93,493,0.9863013698630136,0.43636363636363634,0.9979757085020243,0.6050420168067226,0.4911323328785812,0.5995485823918412,0.4343393448656607,0.11077389984825493,73,931.0
0.9375,72,1,93,493,0.9863013698630136,0.43636363636363634,0.9979757085020243,0.6050420168067226,0.4911323328785812,0.5995485823918412,0.4343393448656607,0.11077389984825493,73,931.0
0.94,57,0,108,494,1.0,0.34545454545454546,1.0,0.5135135135135135,0.39748953974895396,0.5324277522690644,0.34545454545454546,0.08649468892261002,57,1080.0
0.945,57,0,108,494,1.0,0.34545454545454546,1.0,0.5135135135135135,0.39748953974895396,0.5324277522690644,0.34545454545454546,0.08649468892261002,57,1080.0
0.95,57,0,108,494,1.0,0.34545454545454546,1.0,0.5135135135135135,0.39748953974895396,0.5324277522690644,0.34545454545454546,0.08649468892261002,57,1080.0
0.955,57,0,108,494,1.0,0.34545454545454546,1.0,0.5135135135135135,0.39748953974895396,0.5324277522690644,0.34545454545454546,0.08649468892261002,57,1080.0
0.96,57,0,108,494,1.0,0.34545454545454546,1.0,0.5135135135135135,0.39748953974895396,0.5324277522690644,0.34545454545454546,0.08649468892261002,57,1080.0
0.965,57,0,108,494,1.0,0.34545454545454546,1.0,0.5135135135135135,0.39748953974895396,0.5324277522690644,0.34545454545454546,0.08649468892261002,57,1080.0
0.97,57,0,108,494,1.0,0.34545454545454546,1.0,0.5135135135135135,0.39748953974895396,0.5324277522690644,0.34545454545454546,0.08649468892261002,57,1080.0
0.975,57,0,108,494,1.0,0.34545454545454546,1.0,0.5135135135135135,0.39748953974895396,0.5324277522690644,0.34545454545454546,0.08649468892261002,57,1080.0
0.98,57,0,108,494,1.0,0.34545454545454546,1.0,0.5135135135135135,0.39748953974895396,0.5324277522690644,0.34545454545454546,0.08649468892261002,57,1080.0
0.985,57,0,108,494,1.0,0.34545454545454546,1.0,0.5135135135135135,0.39748953974895396,0.5324277522690644,0.34545454545454546,0.08649468892261002,57,1080.0
0.99,57,0,108,494,1.0,0.34545454545454546,1.0,0.5135135135135135,0.39748953974895396,0.5324277522690644,0.34545454545454546,0.08649468892261002,57,1080.0
0.995,57,0,108,494,1.0,0.34545454545454546,1.0,0.5135135135135135,0.39748953974895396,0.5324277522690644,0.34545454545454546,0.08649468892261002,57,1080.0
