MP Name,Top_Vendor,Vendor_Dominance_Pct,Is_Monopoly_Flag,Vendor_Is_Shell,Vendor_Is_Blacklisted,In_Cartel_Cluster,Collusion_Risk_Score
Asaduddin Owaisi,A F Construction op by Ismail,91.87,True,False,False,False,1
RAJESH VERMA,ASSISTANT ENGINEER KHAGARIA,15.87,False,False,False,False,0
Ravindra Vasantrao Chavan,City Light Electrical And Multi Services,12.84,False,False,False,False,0
Sanjay Uttamrao Deshmukh,Shriyog Electricals,16.06,False,False,False,False,0
BASTIPATI NAGARAJU PANCHALINGALA,UMA MAHESWARA TUBE WELLS KURNOOL,26.79,False,False,False,False,0
BHOJRAJ NAG,JAISWAL WOODEN INDUSTRIES,18.06,False,False,False,False,0
Shri Brij Lal (2020-26),SHREYA CONSTRUCTION,18.59,False,False,False,False,0
CHARANJIT SINGH CHANNI,The New Punjab Cooperative L C Society LTD,11.69,False,False,False,False,0
Shri Subhasish Khuntia (2024-30),TAPABANTA SAHOO,44.67,False,False,False,False,0
SHASHANK MANI,MS AMAR MANI TRIPATHI,36.52,False,False,False,False,0
Shri B Y Raghavendra ,Nirmithi Kendra Shivamogga,44.8,False,False,False,False,0
BHARAT SINGH KUSHWAH,BAHUBALI ASSOCIATES,10.12,False,False,False,False,0
Hasmukh Bhai Soma Bhai Patel,ALPHA EQUIPMENTS,24.16,False,False,False,False,0
ADHIKARI SOUMENDU,GLOSIA ENERGY INDIA PRIVATE LIMITED,79.7,True,False,False,False,1
Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Chairman Shramjivi Majoor Sahakari Sanstha Tuljapur,6.75,False,False,False,False,0
M.K. VISHNUPRASAD,SRI SAI ENTERPRISES,8.7,False,False,False,False,0
Shri Rwngwra Narzary (2022-28),MS Dwithun Basumatary Enterprise,13.85,False,False,False,False,0
Asit Kumar Mal ,BIDYUT BHANDARI,22.14,False,False,False,False,0
C R Patil,SAMBHAV ENTERPRISE,9.95,False,False,False,False,0
DR. S P SINGH,JAI PRAKASH,42.26,False,False,False,False,0
Dr. Parmar Jashvantsinh Salamsinh (2024-30),WEHEAR INNOVATIONS PRIVATE LIMITED,10.85,False,False,False,False,0
Smt Veena Devi ,intent computer solutions,43.89,False,False,False,False,0
Faggan Singh Kulaste,MP STATE AGRO,4.35,False,False,False,False,0
AMBICA G LAKSHMINARAYANA VALMIKI,Pasuparthi Hareesh,37.05,False,False,False,False,0
Shri Naresh Bansal (2020-26),CARTEL_CORP_B,39.49,False,True,True,True,5
Dr. Sudhanshu Trivedi (2024-30),EXCEL CONSTRUCTION,30.85,False,False,False,False,0
Yogendra Chandoliya,MASTER ELECTRIC STORE,29.84,False,False,False,False,0
Prof. Ram Gopal Yadav (2020-26),Pradeep Kumar,29.33,False,False,False,False,0
LALJI VERMA,MS SAKET TRADERS,18.49,False,False,False,False,0
KONDA VISHWESHWAR REDDY,Munavath Raju,10.13,False,False,False,False,0
Shri Rajmohan Unnithan ,Keltron Component complex Ltd Kannur,30.39,False,False,False,False,0
ANOOP PRADHAN BALMIKI,JITENDRA KUMAR SINGH,34.23,False,False,False,False,0
Dr. Vikramjit Singh Sahney (2022-28),Raghu Nath Goyal,7.75,False,False,False,False,0
SANJNA JATAV,SHARMA CONTRACTOR,23.31,False,False,False,False,0
TANUJ PUNIA,Praharsh Infrastructure,92.06,True,False,False,False,1
ABDUL RASHID SHEIKH,MADIHA TRADERS,12.89,False,False,False,False,0
Saptagiri Sankar Ulaka,RAMESWAR NAIK,15.89,False,False,False,False,0
Smt. S. Phangnon Konyak (2022-28),Y C Chingkap Konyak,12.49,False,False,False,False,0
JUNE MALIAH,SUJIT KUMAR CHAKRABORTY,16.16,False,False,False,False,0
ANAND BHADAURIYA,MANNAT CONSTRUCTION,61.57,False,False,False,False,0
DEEPENDER SINGH HOODA,JOGINDER GOVT CONTRACTOR,13.46,False,False,False,False,0
RADHAKRISHNA,KRIDL BHUSIRI ACCOUNT WORKS,69.13,False,False,False,False,0
Shri Mahendra Bhatt (2024-30),ARUN KUMAR,12.86,False,False,False,False,0
Dr. Faiyaz Ahmad (2022-28),Assistant Engineer Bisfi Vidhan Sabha,34.03,False,False,False,False,0
AMRINDER SINGH RAJA WARRING,Garden Gym,13.46,False,False,False,False,0
Shri Ghanshyam Tiwari (2022-28),SHREE JAANKINATA CONSTRUCTION CO,5.48,False,False,False,False,0
Smt Himadri Singh,MS SANJAY KUMAR TIWARI,20.11,False,False,False,False,0
RAJA RAM SINGH,BIDHANSABHA KSHETRA OBRA SAHAYAK ABHIYANTA,20.38,False,False,False,False,0
DR. PRABHA MALLIKARJUN,NIRMITHI KENDRA DAVANGERE,97.83,True,False,False,False,1
Vijay Baghel,ARHAM CONSTRUCTION,8.31,False,False,False,False,0
VIRENDRA SINGH,Aaradhya Enterprises,22.85,False,False,False,False,0
Shri Jugal Kishore Sharma,Rajinder singh Randhawa,7.96,False,False,False,False,0
Shri Samirul Islam (2023-29),KHIVRAJ MOTORS,51.77,False,False,False,False,0
Smt. Sangeeta Yadav (2022-28),HARI TARA ASSOCIATES,21.93,False,False,False,False,0
Smt. Rajathi (2025-31),P RAMAR PANDI,38.11,False,False,False,False,0
Smt Dimple Yadav,MANI CONSTRUCTION,17.37,False,False,False,False,0
Gajendra Singh Shekhawat,Maa Bhadariya Rai Enterprises,100.0,True,False,False,False,1
NILESH DNYANDEV LANKE,SUNIL DATTATRAY KUDALE,20.06,False,False,False,False,0
Shri Arun Kumar Sagar ,RMK ENTERPRISES,27.33,False,False,False,False,0
Giriraj Singh,ASST ENGINEER LAEO WD 1 BEGUSARAI VSK BEGUSARAI,29.99,False,False,False,False,0
Thalikkottai Rajuthevar Baalu,E SEKAR,17.21,False,False,False,False,0
MALVIKA DEVI,ANOUSHKA NIRMAN PVT LTD,27.39,False,False,False,False,0
ANITA NAGARSINGH CHOUHAN,PRACHI CONSTRUCTION,11.43,False,False,False,False,0
K E PRAKASH,QUALITTY ENTERPRISES,45.53,False,False,False,False,0
ISHA KHAN CHOUDHURY,THE LOTUS ENTERPRISE,20.91,False,False,False,False,0
Smt. Renuka Chowdhury (2024-30),Banoth Ramdas,45.06,False,False,False,False,0
DR.K.SUDHAKAR,NIRMITHI KENDRA BANGALORE RURAL DISTRICT,36.18,False,False,False,False,0
PRABHAKAR REDDY VEMIREDDY,SRIHARI RAO AMARANENI,4.07,False,False,False,False,0
Krishan Pal Gurjar,Mentiz Infratech India,38.63,False,False,False,False,0
KARAN BHUSHAN SINGH,SRIJAN CONSTRUCTION,86.56,True,False,False,False,1
Rao Rajendra Singh,MS Smart Tech,16.49,False,False,False,False,0
AMAR SHARADRAO KALE,President Pragati Majoor Sahakari Sanstha Ltd,17.61,False,False,False,False,0
Janardan Mishra,MP STATE AGRO INDUSTRIES DEVELOPMENT CORP REWA,26.47,False,False,False,False,0
DR. M.P ABDUSSAMAD SAMADANI,Mahindra and Mahindra Ltd,10.51,False,False,False,False,0
ANIL BALUNI,DALBEER SINGH,36.42,False,False,False,False,0
CAPTAIN VIRIATO FERNANDES,SML ISUZU LTD,36.26,False,False,False,False,0
Jitendra Singh,Vikram Enterprises,16.25,False,False,False,False,0
Smt. Sadhna Singh (2024-30),UNITED GROUP OF CONSTRUCTION,48.45,False,False,False,False,0
IQRA CHOUDHARY,M S TRADERS,38.54,False,False,False,False,0
Shri Haris Beeran (2024-30),PM ABDUL KAREEM,20.41,False,False,False,False,0
H.D. KUMARASWAMY,PROJECT MANAGER NIRMITHI KENDRA MANDYA,82.91,True,False,False,False,1
BAJRANG MANOHAR SONWANE,Hosabai Mahila Majoor Sahakari Sanstha Limited Sarni Aa,18.12,False,False,False,False,0
Dr. John Brittas (2021-27),SREE GOKULAM HEALTHCARE PVT LTD,12.44,False,False,False,False,0
Kalyan Banerjee,Sushanta Dutta,6.64,False,False,False,False,0
Mansukhbhai Dhanjibhai Vasava,D R KUKADIA,4.44,False,False,False,False,0
Dileshwar Kamait ,VEENA CONSTRUCTIONS,29.9,False,False,False,False,0
JOBA MAJHI,ARJUN KUMAR BAURI,52.05,False,False,False,False,0
Shri Arun Singh (2020-26),Randheer Enterprises,8.32,False,False,False,False,0
DR. KIRSAN NAMDEO,SAMIR RAMKRUSHNA TAJNE,25.74,False,False,False,False,0
Dr. Dharmasthala Veerendra Heggade (2022-28),BLUESKART ECOMMERCE PRIVATE LIMITED,19.79,False,False,False,False,0
GAIKWAD VARSHA EKNATH,MAHENDRA ENTERPRISES,12.52,False,False,False,False,0
Piyush Vedprakash Goyal,ANIKET ANIL SHINDE,9.63,False,False,False,False,0
Shri Lahar Singh Siroya (2022-28),YASHODA R,49.93,False,False,False,False,0
BIBHU PRASAD TARAI,SATENDRA KUMAR SINGH,31.55,False,False,False,False,0
UMMEDA RAM BENIWAL,Jasnath Computer sale and service,19.15,False,False,False,False,0
ADV GOWAAL KAGADA PADAVI,SWAMI POWERTECH,57.67,False,False,False,False,0
Shri Balyogi Umeshnath (2024-30),GP ANANDIPURA A,4.76,False,False,False,False,0
Shri Devendra Pratap Singh (2024-30),Punit Kumar Agrawal,19.33,False,False,False,False,0
Vishnu Dutt Sharma,GRAM PANCHAYAT SINGHORA,19.52,False,False,False,False,0
SURESH KUMAR SHETKAR,MACHNOOR YELLAREDDY,26.81,False,False,False,False,0
Pralhad Venkatesh Joshi,Manjunath Mallappa Kittur,7.62,False,False,False,False,0
Shri Bhartruhari Mahtab,Rabindra Nath Singh,7.69,False,False,False,False,0
Shri Jagat Prakash Nadda (2024-30),GRAM PANCHAYAT NANASADA MAHATMA GANDHI SWACHHATA MISSION YOJNA,23.81,False,False,False,False,0
MANJU SHARMA,ARUN GOVIL,24.53,False,False,False,False,0
GURMEET SINGH MEET HAYER,GHATOURA AGRICULTURE WORKS,16.2,False,False,False,False,0
Appalanaidu Kalisetti,SVSST INFRASTRUCTURE,12.28,False,False,False,False,0
Shri P. Chidambaram (2022-28),D GANESAN ALANGADU,13.04,False,False,False,False,0
Ramesh Chandappa Jigajinagi,SUNIL SABAVVA SANDRIMANI,9.69,False,False,False,False,0
RAJ KUMAR ROAT,Paramount construction PWD,4.35,False,False,False,False,0
SHAFI PARAMBIL,TATA MOTORS,26.71,False,False,False,False,0
SUKHDEO BHAGAT,RAJEEV RANJAN JUNIOR ENGINEER,40.31,False,False,False,False,0
Shri Madan Rathore (2024-30),AKHIL BHARTIYA BISHNOI MAHASABHA,6.13,False,False,False,False,0
Shri vijayakumar Vasanth,R CHANDRASEKARAN,29.13,False,False,False,False,0
Mr Gopal Jee Thakur,BIOLUNAR ENERGY SOLUTION,94.79,True,False,False,False,1
BRIJMOHAN AGRAWAL,ZONE COMMISSIONER ZONE 02,5.09,False,False,False,False,0
Shri Govindbhai Laljibhai Dholakia (2024-30),SHREE GANESH INFOTECH,9.17,False,False,False,False,0
Shri Mukul Wasnik (2022-28),Famous Fountains,3.69,False,False,False,True,3
Shri Harsh Mahajan (2024-30),BDO MASHOBRA RAJYA SABHA,6.73,False,False,False,False,0
R.K. CHAUDHARY,SHREE HARIOM INFOTECH,89.57,True,False,False,False,1
Prof Sougata Ray,APRJ Constructions Private Limited,35.6,False,False,False,False,0
DR. LATA WANKHEDE,MANISH FEBRICATION,16.43,False,False,False,False,0
BALWANT BASWANT WANKHADE,Navnit Sudhirrao Toley,6.46,False,False,False,False,0
Smt. Seema Dwivedi (2020-26),JAYA SRI INDUSTRIES,33.8,False,False,False,False,0
DR RAJKUMAR SANGWAN,TECHKRITI INFRATECH PVT LTD,68.23,False,False,False,False,0
BHARATBHAI MANUBHAI SUTARIYA,DHARI NAGARPALIKA,2.11,False,False,False,False,0
Shri Suresh Kodikunnil,TATA MOTORS,14.89,False,False,False,False,0
PUSHPENDRA SAROJ,MS GYANCHAND,21.31,False,False,False,False,0
Shri K.R.N. Rajeshkumar (2022-28),MOOKAMBIKA CONSTRUCTION,14.24,False,False,False,False,0
Smt. Ranjeet Ranjan (2022-28),STARCARE ENTERPRISES LLP,17.03,False,False,False,False,0
Indra Hang Subba,SHIV SHAKTI FURNITURE,18.21,False,False,False,False,0
ANITA SUBHADARSHINI,SHYAMALENDU PANDA,20.13,False,False,False,False,0
V S Matheswaran,Hindusthan Power Technology,37.13,False,False,False,False,0
RADHE SHYAM RATHIYA,TRILOCHAN RAM YADAV,4.57,False,False,False,False,0
JAI PARKASH,XEN City DHBVN Bhiwani,18.98,False,False,False,False,0
Amol Ramsing Kolhe,NAGSHWAR MAJOOR SAHKARI SANSTHA LTD,13.92,False,False,False,False,0
Smt. Jebi Mather Hisham (2022-28),SML ISUZU LTD,7.63,False,False,False,False,0
Sribharat MathuKumli,SHAIK SARDAR,24.26,False,False,False,False,0
Gajendra Singh Patel,MP STATE  AGRO  IND DEV CO LTD BARWANI,24.32,False,False,False,False,0
Shri Satish Chandra Dubey (2022-28),ASSISTANT ENGINEER NARKATIYAGINJ,18.02,False,False,False,False,0
Kakoli Ghosh Dastidar ,SG ENTERPRISE,16.48,False,False,False,False,0
Sanjay Seth ,AMIT KUMAR JUNIOR ENGINEER,81.1,True,False,False,False,1
Smt. Jaya Amitabh Bachchan (2024-30),Asha Construction,45.99,False,False,False,False,0
Smt. Laxmi Verma (2026-32),MUKHYA KARYAPALAN ADHIKARI JANPAD PANCHAYAT PONDI UPRODA,60.0,False,False,False,False,0
Shri P. Wilson (2025-31),THAMOTHARAN L,50.01,False,False,False,False,0
Rao Inderjit Singh,The Shirdi Sai Cooperative multipurpose society,9.27,False,False,False,False,0
GANAPATHY RAJKUMAR P,R R THULASI BUILDERS INDIA PRIVATE LIMITED,16.11,False,False,False,False,0
DULU MAHATO,BIRENDRA KUMAR MAHATO,75.97,True,False,False,False,1
Shri Chandra Prakash Choudhary,Raj Kishor Mahato,28.42,False,False,False,False,0
Dr Mohammad Jawed,RANJIT SALES CORPORATION,68.51,False,False,False,False,0
Smt Sajda Ahmed,MONIMOY SINGHA ROY,14.54,False,False,False,False,0
VISHWESHWAR HEGDE KAGERI,SHADOW_CORP_MONOPOLY,89.13,True,True,False,True,5
Dr Jayanta Kumar Roy,CONSTRUCON POWER ENGINEERING,51.47,False,False,False,False,0
Shri Hanuman Beniwal,AEN O N M AVVNL,6.12,False,False,False,False,0
Jagdambika Pal,Nistha Enterprises,57.34,False,False,False,False,0
AZAD KIRTI JHA,ASIB ENTERPRISE,17.37,False,False,False,False,0
Parvatagouda Chandanagouda Gaddigoudar,Chairman Nirmithi Kendra Bagalkot,9.11,False,False,False,False,0
Mahesh Sharma,DEV CONSTRUCTION,22.66,False,False,False,False,0
Kaushalendra Kumar,Sheel Sons,27.68,False,False,False,False,0
Shri S. Kalyanasundaram (2022-28),LUCKY ASSOCIATES,22.43,False,False,False,False,0
Shri  Dharambir Singh,Bimla Automobiles,34.36,False,False,False,False,0
GAURAV GOGOI,MRITYUNJOY KHANIKAR,4.56,False,False,True,False,1
Balashowry Vallabbhaneni,Sai Brothers and Co,17.27,False,False,False,False,0
Shri Sant Balbir Singh (2022-28),Satnam Process Engineering,20.7,False,False,False,False,0
DR BYREDDY SHABARI,JAGADEESWARA REDDY DEKIREDDY,16.63,False,False,False,False,0
SANJAY DINA PATIL,anurag urban tecinfra pvt ltd,73.81,True,False,False,False,1
CHANDRA SHEKHAR,MAKSUD AHMAD CONTRACTOR,28.57,False,False,False,False,0
PRADEEP PUROHIT,BISHOK PATEL,9.22,False,False,False,False,0
Shri Gulam Ali (2022-28),RMK ENTERPRISES,39.49,False,False,False,False,0
Shri Babubhai Jesangbhai Desai (2023-29),MAHARANI MEDI CARE PVT LTD,5.8,False,False,False,False,0
S. Jagathrakshakan,AVN CONSTRUCTIONS,5.93,False,False,False,False,0
Ashok Kumar Rawat,SHRI GURU KRIPA NARSINGH ASSOSIATES,30.71,False,False,False,False,0
S SUPONGMEREN JAMIR,Imlichuba,13.68,False,False,False,False,0
Ms. Dola Sen (2023-29),KHIVRAJ MOTORS,47.54,False,False,False,False,0
Shri Jairam Ramesh (2022-28),KRIDL BHUSIRI ACCOUNT WORKS,84.92,True,False,False,False,1
Shri Ryaga Krishnaiah (2024-28),SRI NELCO ENTERPRISES,29.6,False,False,False,False,0
BASAVARAJ BOMMAI,Bommai Zilla Nirmithi Kendra,53.97,False,False,False,False,0
Shri G.C. Chandrashekhar (2024-30),N G GANESH BABU,37.06,False,False,False,False,0
CHANDAN CHAUHAN,SATYAVER SIGH CONTRACTOR AND SUPPLIER,26.29,False,False,False,False,0
Shri Subhash Barala (2024-30),THE BARTA CO OP  L AND C SOCIETY,12.09,False,False,False,False,0
Shri Jual Oram,Geetanjali Traders,31.85,False,False,False,False,0
ABHAY KUMAR SINHA,LITTLE GENIUS AGENCIES,27.14,False,False,False,False,0
Shri Meda Raghunadha Reddy (2024-30),SRI NELCO ENTERPRISES,8.16,False,False,False,False,0
RABINDRA NARAYAN BEHERA,GITASHREE BEHERA,8.75,False,False,False,False,0
Shri Golla Baburao (2024-30),C RAJA REDDY,23.13,False,False,True,False,1
Shri Deepak (Dev) Adhikari ,DUTTA ENTERPRISE,27.91,False,False,False,False,0
SELVAGANAPATHI T M,Sre MCM and Co,53.63,False,False,False,False,0
ALFRED KANNGAM S ARTHUR,Raman Chihansung,49.44,False,False,False,False,0
Shri Nitin Laxmanrao Jadhav Patil (2024-28),SHIVESHAMBHO MAJUR SAHAKARI SANSTHA LTD SHINDEWADE,44.46,False,False,False,False,0
THARANIVENTHAN M S,RAK INDUSTRIES,9.19,False,False,False,False,0
Shri Akhilesh Prasad Singh (2024-30),VAIBHAV VATSHALYA,20.86,False,False,False,False,0
ANDREW J. SYNGKON,Rani Motors,3.36,False,False,False,False,0
D Ravikumar ,Sankaran,8.18,False,False,False,False,0
SHER SINGH GHUBAYA,The Gill Sehkari Kirat te Ussari Sabha Ltd,29.36,False,False,False,False,0
Shri Anil Firojiya,NATIONAL ENGINEERING WORKS,13.38,False,False,False,False,0
Shri Ashokrao Shankarrao Chavan (2024-30),Kailash Pandit Chavan,33.35,False,False,True,False,1
PHANI BHUSAN CHOUDHURY,Construction of LT line for providing power supply to street lights,5.61,False,False,False,False,0
DHARMENDRA PRADHAN,RTO SAMBALPUR,59.28,False,False,False,False,0
Shri Paka Venkata Satyanarayana (2025-28),EXECUTIVE ENGINEER APCPDCL CHIRALA,100.0,True,False,False,False,1
CHHATRAPATI SHAHU SHAHAJI,Kshatriya Constructions,8.86,False,False,False,False,0
Shri Ravi Chandra Vaddiraju (2024-30),BHOJYA GUGULOTH,7.98,False,False,False,False,0
RAHUL GANDHI,AADI AND RUDRANSH CONSTRUCTION COMPANY,23.69,False,False,False,False,0
Prof. Manoj Kumar Jha (2024-30),GRAND TRADING COMPANY,46.36,False,False,False,False,0
Vinod Chavda,N K ENGINEERING,7.01,False,False,False,False,0
RAMESH AWASTHI,VISHWANATH ENTERPRISES,36.54,False,False,False,False,0
KRITI DEVI DEBBARMAN,Senior Deputy Magistrate Khowai,39.47,False,False,False,False,0
Mala Rajya Laxmi Shah ,Masti ram,32.21,False,False,False,False,0
Shri Karti P Chidambaram ,M KARTHIKEYAN,10.17,False,False,False,False,0
Smt Supriya Sadanand Sule,SAMARTHA ENTERPRISES,7.97,False,False,False,False,0
Dr. Sarfraz Ahmad (2024-30),Executive engineer,82.18,True,False,False,False,1
AKSHAYA YADAV,MS RAJ KAMAL CONSTRUCTIONS,72.76,True,False,False,False,1
DR. HEMANT VISHNU SAVARA,TEERTHRAJ VISHWANATH PATIL,15.27,False,False,False,False,0
DAGGUMALLA PRASADA RAO,Mr NARESH GANDHAMANENI,9.08,False,False,False,False,0
Prabhubhai Nagarbhai Vasava,HD ENTERPRISE,21.27,False,False,False,False,0
BHAJAN LAL JATAV,hariom interprizez,25.63,False,False,False,False,0
Shri S.R. Sivalingam (2025-31),APU Constructions,42.01,False,False,False,False,0
Giridhari Yadav,SHIV DURGA INDUSTRIES,46.31,False,False,False,False,0
Shrirang Appa Barne,ASHUTOSH HANUMANT BALKAVADE,24.76,False,False,False,False,0
BAPI HALDAR,S K CHATTERJEE ELECTRICALS PVT LTD,6.37,False,False,False,False,0
AKHILESH YADAV,MS BHARTIYA CONSTRUCTION,14.46,False,False,False,False,0
MURARI LAL MEENA,MENKA YADAV,13.37,False,False,False,True,3
Nitin Jairam Gadkari,Spectrum Services,27.14,False,False,False,False,0
DHAVAL LAXMANBHAI PATEL,Swara Enterprises,46.15,False,False,False,False,0
RUDRA NARAYAN PANY,Jyotsnarani Pradhan,24.65,False,False,False,False,0
MALVINDER SINGH KANG,RS Industries,15.04,False,False,False,False,0
NARAYAN TATU RANE,Manoj Madhukar Waingankar,13.18,False,False,False,False,0
MURLIDHAR MOHOL,MUDHAIDEVI MAJUR SAHKARI SANSTHA MARYADIT,15.83,False,False,False,False,0
Dushyant Singh,Jai mata di construction kelwara,38.41,False,False,False,False,0
SANATAN PANDEY,ARVIND KUMAR PANDEY,71.79,True,False,False,False,1
Shri Sanjay Seth (2024-30),BALAJI CONSTRUCTIONS,68.55,False,False,False,False,0
Kamlesh Paswan,OM ENTERPRISES,65.34,False,False,False,False,0
Kishan Reddy Gangapuram,Medoju Venugopal,91.59,True,False,False,False,1
Shri Benny Behanan,TATA MOTORS,17.43,False,False,False,False,0
Adv Dean Kuriakose,KALLOOR ELECTRONICS AND  LIGHTING PVT LTD,23.23,False,False,False,False,0
VARUN CHAUDHRY,T A S C Group Co op L and C Society Toba,6.78,False,False,False,False,0
Smt. Rekha Sharma (2024-28),XEN City DHBVN Bhiwani,14.65,False,False,False,False,0
ADV K FRANCIS GEORGE,TATA MOTORS,11.77,False,False,False,False,0
G. KUMAR NAIK,CASHUTEC Nirmithi Kendra,32.45,False,False,False,False,0
Jaswantsinh Sumanbhai Bhabhor,Gram Panchayat Gamdi Purv,7.71,False,False,False,False,0
Dr. V. Sivadasan (2021-27),KELTRON,29.8,False,False,False,False,0
MANI. A.,SUCCESS ASSOCIATES,20.08,False,False,False,False,0
JITAN RAM MANJHI,ASSISTANT ENGINEER LAEO BODHGAYA VIDHAN SABHA,21.3,False,False,False,False,0
Pradeep Kumar Singh,SIGMA ENTERPRISES,70.92,True,False,False,False,1
AFZAL ANSARI,SHYAM SOLAR TRADING,41.77,False,False,False,False,0
Shri Sudheer Gupta ,CEO JANPAD PANCHAYAT MANDSAUR,23.11,False,False,False,False,0
MIAN ALTAF AHMAD,MASRAT SIDIQ GILKAR,28.11,False,False,False,False,0
Midhun Reddy,N KAMALAKAR REDDY,6.26,False,False,False,False,0
RAJPALSINH MAHENDRASINH JADAV,RAJ TRADING,3.01,False,False,False,False,0
Shri Jaggesh (2022-28),Rakesh N,22.91,False,False,False,False,0
BACHHAV SHOBHA DINESH,Multiplex Technologies,19.83,False,False,False,False,0
Sunil Dattatray Tatkare,RASHIKA RAMBHAU DHUMAL,10.88,False,False,False,False,0
NALIN SOREN,SANDIP KUMAR BHAGAT,16.87,False,False,False,False,0
DR.MALLU RAVI,Mohammed Hassan Ahemed,18.21,False,False,False,False,0
Shri Birendra Prasad Baishya (2025-31),CONSTRUCTION OF ZUBEEN GARG KHETRA,12.95,False,False,False,False,0
Dr. Laxmikant Bajpayee (2022-28),DHIRENDRA SINGH,33.27,False,False,False,False,0
SATPAL BRAHAMCHARI,Mor Traders,7.67,False,False,False,False,0
B K PARTHASARATHI,N Balakrishna,22.24,False,False,False,False,0
ATUL GARG,Mittal Generator,29.18,False,False,False,False,0
RAJ BHUSHAN CHOUDHARY,SAHAYAK ABHIYANTA KUDHANI VIDHANSABHA KSHETRA,20.37,False,False,False,False,0
Shri Sanjay Raut (2022-28),Kamal Enterprises,23.8,False,False,False,False,0
LOVELY ANAND,R K Construction,21.81,False,False,False,False,0
RAJEEV BHARDWAJ,Project Officer Himurja Kangra at Dharamshala,6.91,False,False,False,False,0
Virendra Kumar,DEEPAK KUMAR SHARMA,7.09,False,False,False,False,0
Anurag Sharma ,AADITYA VAIDHYA,20.64,False,False,False,False,0
S Venkatesan,N K MARI,10.5,False,False,False,False,0
Dr Chandra Sekhar Pemmasani,M Butchaiah and Company,12.46,False,False,False,False,0
Smt Hema Malini,JAY MAHAVEER INFRAVENTURE PRIVATE LIMITED,33.41,False,False,False,False,0
RUCHI VIRA,NATIONAL INFRATECH,92.43,True,False,False,False,1
Putta Mahesh Kumar,I MAX SCIENCE HOUSE,43.21,False,False,False,False,0
BALRAM NAIK PORIKA,CARD Box Company,13.83,False,False,False,False,0
ALOK SHARMA,MP STATE COOPERATIVE MARKETING FEDERATION LTD,7.88,False,False,False,False,0
Dr. Sandeep Kumar Pathak (2022-28),Punjab Police Housing Corporation Limited,12.0,False,False,False,False,0
E.T. MOHAMMED BASHEER,SML ISUZU LTD,36.71,False,False,False,False,0
Shri Sarbananda Sonowal (18LS),BIRAJ DIHINGIA,11.92,False,False,False,False,0
Rajeshbhai Naranbhai Chudasama,PRUTHVI BUILDERS,2.59,False,False,False,False,0
UTKARSH VERMA MADHUR,Shiv kumar thekedar,46.01,False,False,False,False,0
Dr. L. Murugan (2024-30),E E M P H AND I D B DIV DAMOH,31.01,False,False,False,False,0
Anurag Singh Thakur,BDO pragpur,8.25,False,False,False,False,0
BHASKAR MURLIDHAR BHAGARE,NIKITA RATAN TAMBE,16.94,False,False,False,False,0
DR DHARAMVIRA GANDHI,MK INFRA,7.02,False,False,False,False,0
RAKIBUL HUSSAIN,Bimal Auto Agency,9.21,False,False,False,False,0
Thiru Dayanidhi Maran,A AND A BUILDERS AND PROMOTERS,64.57,False,False,False,False,0
DAMODAR AGARWAL,C S TECHNOLOGIES,11.17,False,False,True,False,1
Sudip Bandyopadhyay,M SHAW,20.51,False,False,False,False,0
Abu Taher Khan,SUPTI ENTERPRISE,52.19,False,False,False,False,0
Daggubati Purandeshwari,KANDAVALLI BUTCHAMMA,48.89,False,False,False,False,0
Vaithilingam Ve,SHINOJ T A,16.96,False,False,False,False,0
Harsh Malhotra,Greenz,44.38,False,False,False,False,0
Smt. Geeta alias Chandraprabha (2020-26),RAHISH WARSI,58.79,False,False,False,False,0
Shri Satish Kumar Gautam ,S K CONSTRUCTION,43.93,False,False,False,False,0
Dr. Dinesh Sharma (2023-26),Ramesh Kumar Thekedar,16.42,False,False,False,False,0
Shri Aditya Prasad (2022-28),PARMANAND PASWAN,46.51,False,False,False,False,0
RAJESH RANJAN ALIAS PAPPU YADAV,R K Construction,50.33,False,False,False,False,0
AWADHESH PRASAD,Manoj kumar Srivastava,15.68,False,False,False,False,0
ARUP CHAKRABORTY,GOPAL CHANDRA CHOWDHURY,69.42,False,False,False,False,0
AVIMANYU SETHI,Amiya Ku Das,8.58,False,False,False,False,0
Smt Sangeeta Kumari Singh Deo,ALOK KUMAR NAYAK,11.92,False,False,False,False,0
Shatrughan Sinha,TECHNO BEST,35.81,False,False,False,False,0
MAHESH KASHYAP,GRAM PANCHAYAT HALLOOR,3.5,False,False,False,False,0
Pradan Baruah,UJJAL SAIKIA,17.17,False,False,False,False,0
E. TUKARAM,Bellary Nirmithi Kendra Bellary,51.87,False,False,False,False,0
LUMBARAM,ms galaxy agency,11.7,False,False,False,False,0
Shri Amar Singh,Bristo Security System,4.56,False,False,False,False,0
Nishikant Dubey,PRAKHAND SHIKSHA PRASAR PADADHIKARI,100.0,True,False,False,False,1
Swami Sachchidanandhari Sakshi ji Maharaj ,RAJESH KUMAR PAL,90.91,True,False,False,False,1
Devusinh Jesingbhai Chauhan,BHUVALDI GRAM PANCHAYAT,2.75,False,False,False,False,0
RAMBHUAL NISHAD,Ajay Kumar Singh,22.68,False,False,False,False,0
ASHISH DUBEY,MP AGRO JABALPUR,37.23,False,False,False,False,0
KALYAN VAIJINATHRAO KALE,AMOL BADRINARAYAN KALASKAR,7.64,False,False,False,False,0
